Equipo,Zona,Resultado,Fuera,Bloqueado,Parado,Gol,Palo,TirosTotales,%Gol,%Fuera,%Bloqueado,%Palo,%Parado
Barcelona,17,D,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Barcelona,17,V,7,3,7,0,1,18,0.0,38.89,16.67,5.56,38.89
Barcelona,18,D,0,0,3,0,1,4,0.0,0.0,0.0,25.0,75.0
Barcelona,18,E,3,0,0,2,0,5,40.0,60.0,0.0,0.0,0.0
Barcelona,18,V,6,3,7,16,1,33,48.48,18.18,9.09,3.03,21.21
Barcelona,19,D,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Barcelona,19,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Barcelona,19,V,4,3,9,2,0,18,11.11,22.22,16.67,0.0,50.0
Celta Vigo,4,D,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Celta Vigo,5,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Celta Vigo,7,D,5,1,1,0,0,7,0.0,71.43,14.29,0.0,14.29
Celta Vigo,7,E,4,3,1,0,0,8,0.0,50.0,37.5,0.0,12.5
Celta Vigo,7,V,0,0,1,1,0,2,50.0,0.0,0.0,0.0,50.0
Celta Vigo,8,D,3,2,3,0,0,8,0.0,37.5,25.0,0.0,37.5
Celta Vigo,8,E,3,5,5,1,0,14,7.14,21.43,35.71,0.0,35.71
Celta Vigo,8,V,3,1,0,0,0,4,0.0,75.0,25.0,0.0,0.0
Celta Vigo,9,D,1,1,3,0,0,5,0.0,20.0,20.0,0.0,60.0
Celta Vigo,9,E,1,3,2,0,0,6,0.0,16.67,50.0,0.0,33.33
Celta Vigo,9,V,1,2,2,0,0,5,0.0,20.0,40.0,0.0,40.0
Celta Vigo,10,D,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Celta Vigo,12,D,4,5,5,1,0,15,6.67,26.67,33.33,0.0,33.33
Celta Vigo,12,E,2,6,6,1,0,15,6.67,13.33,40.0,0.0,40.0
Celta Vigo,12,V,1,2,2,0,0,5,0.0,20.0,40.0,0.0,40.0
Celta Vigo,13,D,6,5,5,0,0,16,0.0,37.5,31.25,0.0,31.25
Celta Vigo,13,E,12,4,7,5,0,28,17.86,42.86,14.29,0.0,25.0
Celta Vigo,13,V,3,3,2,2,0,10,20.0,30.0,30.0,0.0,20.0
Celta Vigo,14,D,5,2,3,0,0,10,0.0,50.0,20.0,0.0,30.0
Celta Vigo,14,E,2,1,4,0,0,7,0.0,28.57,14.29,0.0,57.14
Celta Vigo,14,V,1,3,4,2,0,10,20.0,10.0,30.0,0.0,40.0
Celta Vigo,15,D,0,0,0,1,0,1,100.0,0.0,0.0,0.0,0.0
Celta Vigo,17,D,3,0,1,1,0,5,20.0,60.0,0.0,0.0,20.0
Celta Vigo,17,E,1,0,4,0,0,5,0.0,20.0,0.0,0.0,80.0
Celta Vigo,17,V,1,0,0,1,0,2,50.0,50.0,0.0,0.0,0.0
Celta Vigo,18,D,3,2,1,1,0,7,14.29,42.86,28.57,0.0,14.29
Celta Vigo,18,E,2,1,3,2,0,8,25.0,25.0,12.5,0.0,37.5
Celta Vigo,18,V,4,0,0,2,0,6,33.33,66.67,0.0,0.0,0.0
Celta Vigo,19,D,2,0,1,0,0,3,0.0,66.67,0.0,0.0,33.33
Celta Vigo,19,E,1,1,5,0,0,7,0.0,14.29,14.29,0.0,71.43
Celta Vigo,19,V,1,1,0,0,0,2,0.0,50.0,50.0,0.0,0.0
Eibar,1,V,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Eibar,2,V,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Eibar,3,D,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Eibar,6,D,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Eibar,7,D,3,5,2,0,1,11,0.0,27.27,45.45,9.09,18.18
Eibar,7,E,1,0,1,0,0,2,0.0,50.0,0.0,0.0,50.0
Eibar,7,V,4,0,2,1,0,7,14.29,57.14,0.0,0.0,28.57
Eibar,8,D,6,7,6,1,0,20,5.0,30.0,35.0,0.0,30.0
Eibar,8,E,1,2,2,0,0,5,0.0,20.0,40.0,0.0,40.0
Eibar,8,V,4,3,5,0,0,12,0.0,33.33,25.0,0.0,41.67
Eibar,9,D,7,6,3,1,0,17,5.88,41.18,35.29,0.0,17.65
Eibar,9,E,3,1,1,0,0,5,0.0,60.0,20.0,0.0,20.0
Eibar,9,V,4,2,2,0,0,8,0.0,50.0,25.0,0.0,25.0
Eibar,10,D,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Eibar,10,V,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Eibar,11,D,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Eibar,12,D,3,2,2,0,0,7,0.0,42.86,28.57,0.0,28.57
Eibar,12,V,3,3,4,1,0,11,9.09,27.27,27.27,0.0,36.36
Eibar,13,D,10,9,6,2,0,27,7.41,37.04,33.33,0.0,22.22
Eibar,13,E,5,1,4,0,0,10,0.0,50.0,10.0,0.0,40.0
Eibar,13,V,7,1,4,4,0,16,25.0,43.75,6.25,0.0,25.0
Eibar,14,D,4,2,5,0,0,11,0.0,36.36,18.18,0.0,45.45
Eibar,14,E,0,2,1,0,0,3,0.0,0.0,66.67,0.0,33.33
Eibar,14,V,1,3,3,0,0,7,0.0,14.29,42.86,0.0,42.86
Eibar,17,D,3,1,0,0,0,4,0.0,75.0,25.0,0.0,0.0
Eibar,17,E,0,2,1,0,0,3,0.0,0.0,66.67,0.0,33.33
Eibar,17,V,1,0,4,2,0,7,28.57,14.29,0.0,0.0,57.14
Eibar,18,D,5,4,2,1,0,12,8.33,41.67,33.33,0.0,16.67
Eibar,18,E,6,2,1,1,0,10,10.0,60.0,20.0,0.0,10.0
Eibar,18,V,6,1,1,4,1,13,30.77,46.15,7.69,7.69,7.69
Eibar,19,D,1,1,0,0,1,3,0.0,33.33,33.33,33.33,0.0
Eibar,19,E,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Eibar,19,V,1,0,0,1,0,2,50.0,50.0,0.0,0.0,0.0
Espanyol,1,D,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Espanyol,2,D,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Espanyol,3,D,2,0,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Espanyol,3,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Espanyol,4,D,3,0,0,0,0,3,0.0,100.0,0.0,0.0,0.0
Espanyol,4,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Espanyol,7,D,10,7,4,1,0,22,4.55,45.45,31.82,0.0,18.18
Espanyol,7,E,2,1,2,0,0,5,0.0,40.0,20.0,0.0,40.0
Espanyol,7,V,2,0,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Espanyol,8,D,2,4,4,0,0,10,0.0,20.0,40.0,0.0,40.0
Espanyol,8,E,2,2,1,0,0,5,0.0,40.0,40.0,0.0,20.0
Espanyol,8,V,2,2,1,0,0,5,0.0,40.0,40.0,0.0,20.0
Espanyol,9,D,6,7,5,0,1,19,0.0,31.58,36.84,5.26,26.32
Espanyol,9,E,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Espanyol,9,V,4,0,2,0,0,6,0.0,66.67,0.0,0.0,33.33
Espanyol,10,D,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Espanyol,12,D,7,7,1,0,0,15,0.0,46.67,46.67,0.0,6.67
Espanyol,12,E,3,0,0,0,0,3,0.0,100.0,0.0,0.0,0.0
Espanyol,12,V,2,1,2,0,0,5,0.0,40.0,20.0,0.0,40.0
Espanyol,13,D,18,8,9,1,1,37,2.7,48.65,21.62,2.7,24.32
Espanyol,13,E,3,2,7,3,0,15,20.0,20.0,13.33,0.0,46.67
Espanyol,13,V,3,0,2,1,0,6,16.67,50.0,0.0,0.0,33.33
Espanyol,14,D,4,5,2,0,0,11,0.0,36.36,45.45,0.0,18.18
Espanyol,14,E,1,3,0,0,0,4,0.0,25.0,75.0,0.0,0.0
Espanyol,14,V,3,3,2,0,0,8,0.0,37.5,37.5,0.0,25.0
Espanyol,17,D,3,5,2,0,1,11,0.0,27.27,45.45,9.09,18.18
Espanyol,17,E,2,1,0,1,0,4,25.0,50.0,25.0,0.0,0.0
Espanyol,17,V,1,1,1,0,0,3,0.0,33.33,33.33,0.0,33.33
Espanyol,18,D,11,1,4,1,1,18,5.56,61.11,5.56,5.56,22.22
Espanyol,18,E,2,2,0,1,0,5,20.0,40.0,40.0,0.0,0.0
Espanyol,18,V,1,2,1,4,0,8,50.0,12.5,25.0,0.0,12.5
Espanyol,19,D,0,4,1,0,0,5,0.0,0.0,80.0,0.0,20.0
Espanyol,19,V,0,0,3,0,0,3,0.0,0.0,0.0,0.0,100.0
Getafe,1,V,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Getafe,2,V,1,1,1,0,0,3,0.0,33.33,33.33,0.0,33.33
Getafe,3,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Getafe,3,V,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Getafe,4,E,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Getafe,6,E,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Getafe,7,D,2,2,2,0,0,6,0.0,33.33,33.33,0.0,33.33
Getafe,7,E,4,3,1,0,0,8,0.0,50.0,37.5,0.0,12.5
Getafe,7,V,3,0,2,0,0,5,0.0,60.0,0.0,0.0,40.0
Getafe,8,D,3,3,0,1,0,7,14.29,42.86,42.86,0.0,0.0
Getafe,8,E,1,5,3,0,0,9,0.0,11.11,55.56,0.0,33.33
Getafe,8,V,1,5,2,0,0,8,0.0,12.5,62.5,0.0,25.0
Getafe,9,D,3,1,2,0,0,6,0.0,50.0,16.67,0.0,33.33
Getafe,9,E,3,3,0,0,1,7,0.0,42.86,42.86,14.29,0.0
Getafe,9,V,2,1,2,0,0,5,0.0,40.0,20.0,0.0,40.0
Getafe,12,D,2,3,2,0,0,7,0.0,28.57,42.86,0.0,28.57
Getafe,12,E,2,3,3,0,0,8,0.0,25.0,37.5,0.0,37.5
Getafe,12,V,5,3,3,1,0,12,8.33,41.67,25.0,0.0,25.0
Getafe,13,D,8,0,5,1,0,14,7.14,57.14,0.0,0.0,35.71
Getafe,13,E,16,5,6,3,1,31,9.68,51.61,16.13,3.23,19.35
Getafe,13,V,7,1,6,3,0,17,17.65,41.18,5.88,0.0,35.29
Getafe,14,D,4,4,0,0,0,8,0.0,50.0,50.0,0.0,0.0
Getafe,14,E,7,3,1,1,1,13,7.69,53.85,23.08,7.69,7.69
Getafe,14,V,1,4,3,2,1,11,18.18,9.09,36.36,9.09,27.27
Getafe,15,D,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Getafe,17,E,1,0,1,0,0,2,0.0,50.0,0.0,0.0,50.0
Getafe,17,V,2,1,2,1,0,6,16.67,33.33,16.67,0.0,33.33
Getafe,18,D,3,1,3,0,0,7,0.0,42.86,14.29,0.0,42.86
Getafe,18,E,7,3,0,3,0,13,23.08,53.85,23.08,0.0,0.0
Getafe,18,V,3,0,1,10,0,14,71.43,21.43,0.0,0.0,7.14
Getafe,19,D,1,0,2,0,0,3,0.0,33.33,0.0,0.0,66.67
Getafe,19,E,2,0,3,0,2,7,0.0,28.57,0.0,28.57,42.86
Getafe,19,V,0,0,2,1,0,3,33.33,0.0,0.0,0.0,66.67
Granada,2,V,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Granada,3,V,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Granada,4,D,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Granada,7,D,3,4,2,0,0,9,0.0,33.33,44.44,0.0,22.22
Granada,7,E,2,2,1,0,0,5,0.0,40.0,40.0,0.0,20.0
Granada,7,V,6,2,1,2,0,11,18.18,54.55,18.18,0.0,9.09
Granada,8,D,6,2,0,0,1,9,0.0,66.67,22.22,11.11,0.0
Granada,8,E,1,2,0,0,0,3,0.0,33.33,66.67,0.0,0.0
Granada,8,V,0,0,1,3,1,5,60.0,0.0,0.0,20.0,20.0
Granada,9,D,4,5,1,0,0,10,0.0,40.0,50.0,0.0,10.0
Granada,9,E,1,2,3,0,0,6,0.0,16.67,33.33,0.0,50.0
Granada,9,V,7,2,5,0,0,14,0.0,50.0,14.29,0.0,35.71
Granada,12,D,0,1,0,0,1,2,0.0,0.0,50.0,50.0,0.0
Granada,12,E,2,0,2,0,0,4,0.0,50.0,0.0,0.0,50.0
Granada,12,V,2,1,1,1,0,5,20.0,40.0,20.0,0.0,20.0
Granada,13,D,11,3,4,0,0,18,0.0,61.11,16.67,0.0,22.22
Granada,13,E,8,3,1,1,1,14,7.14,57.14,21.43,7.14,7.14
Granada,13,V,5,5,7,6,0,23,26.09,21.74,21.74,0.0,30.43
Granada,14,D,2,2,2,1,0,7,14.29,28.57,28.57,0.0,28.57
Granada,14,E,1,1,2,0,0,4,0.0,25.0,25.0,0.0,50.0
Granada,14,V,4,3,2,0,0,9,0.0,44.44,33.33,0.0,22.22
Granada,17,D,0,1,1,0,0,2,0.0,0.0,50.0,0.0,50.0
Granada,17,E,1,0,1,0,0,2,0.0,50.0,0.0,0.0,50.0
Granada,17,V,1,0,2,2,0,5,40.0,20.0,0.0,0.0,40.0
Granada,18,D,6,1,1,3,0,11,27.27,54.55,9.09,0.0,9.09
Granada,18,E,2,0,1,2,0,5,40.0,40.0,0.0,0.0,20.0
Granada,18,V,8,2,0,12,0,22,54.55,36.36,9.09,0.0,0.0
Granada,19,D,1,0,1,0,0,2,0.0,50.0,0.0,0.0,50.0
Granada,19,V,5,1,1,2,0,9,22.22,55.56,11.11,0.0,11.11
Leganes,3,V,0,1,1,0,0,2,0.0,0.0,50.0,0.0,50.0
Leganes,4,D,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Leganes,4,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Leganes,6,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Leganes,6,V,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Leganes,7,D,4,2,1,1,0,8,12.5,50.0,25.0,0.0,12.5
Leganes,7,E,1,3,4,0,0,8,0.0,12.5,37.5,0.0,50.0
Leganes,7,V,1,4,1,0,0,6,0.0,16.67,66.67,0.0,16.67
Leganes,8,D,9,3,3,0,0,15,0.0,60.0,20.0,0.0,20.0
Leganes,8,E,5,4,2,0,0,11,0.0,45.45,36.36,0.0,18.18
Leganes,8,V,0,1,3,0,0,4,0.0,0.0,25.0,0.0,75.0
Leganes,9,D,2,1,5,1,0,9,11.11,22.22,11.11,0.0,55.56
Leganes,9,E,3,3,2,0,0,8,0.0,37.5,37.5,0.0,25.0
Leganes,9,V,5,0,2,2,0,9,22.22,55.56,0.0,0.0,22.22
Leganes,10,D,1,0,1,0,0,2,0.0,50.0,0.0,0.0,50.0
Leganes,12,D,5,3,3,1,0,12,8.33,41.67,25.0,0.0,25.0
Leganes,12,E,4,4,3,1,0,12,8.33,33.33,33.33,0.0,25.0
Leganes,12,V,3,2,1,0,0,6,0.0,50.0,33.33,0.0,16.67
Leganes,13,D,18,4,15,0,0,37,0.0,48.65,10.81,0.0,40.54
Leganes,13,E,10,9,4,2,0,25,8.0,40.0,36.0,0.0,16.0
Leganes,13,V,6,2,1,2,0,11,18.18,54.55,18.18,0.0,9.09
Leganes,14,D,6,1,5,0,0,12,0.0,50.0,8.33,0.0,41.67
Leganes,14,E,2,3,4,1,0,10,10.0,20.0,30.0,0.0,40.0
Leganes,14,V,3,2,2,2,0,9,22.22,33.33,22.22,0.0,22.22
Leganes,17,D,3,2,1,0,1,7,0.0,42.86,28.57,14.29,14.29
Leganes,17,E,2,0,1,0,0,3,0.0,66.67,0.0,0.0,33.33
Leganes,18,D,2,2,5,2,0,11,18.18,18.18,18.18,0.0,45.45
Leganes,18,E,1,1,2,1,0,5,20.0,20.0,20.0,0.0,40.0
Leganes,18,V,1,0,4,1,1,7,14.29,14.29,0.0,14.29,57.14
Leganes,19,D,2,0,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Leganes,19,E,0,1,1,2,0,4,50.0,0.0,25.0,0.0,25.0
Leganes,19,V,1,0,0,1,0,2,50.0,50.0,0.0,0.0,0.0
Levante,2,E,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Levante,3,D,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Levante,3,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Levante,4,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Levante,5,V,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Levante,7,D,4,1,2,0,0,7,0.0,57.14,14.29,0.0,28.57
Levante,7,E,1,0,2,0,0,3,0.0,33.33,0.0,0.0,66.67
Levante,7,V,1,0,2,0,0,3,0.0,33.33,0.0,0.0,66.67
Levante,8,D,5,5,3,0,0,13,0.0,38.46,38.46,0.0,23.08
Levante,8,E,2,2,2,0,0,6,0.0,33.33,33.33,0.0,33.33
Levante,8,V,5,6,1,2,0,14,14.29,35.71,42.86,0.0,7.14
Levante,9,D,6,4,3,0,0,13,0.0,46.15,30.77,0.0,23.08
Levante,9,E,1,3,2,0,0,6,0.0,16.67,50.0,0.0,33.33
Levante,9,V,7,6,3,1,1,18,5.56,38.89,33.33,5.56,16.67
Levante,10,E,0,1,0,0,0,1,0.0,0.0,100.0,0.0,0.0
Levante,10,V,0,0,1,0,0,1,0.0,0.0,0.0,0.0,100.0
Levante,11,V,0,0,2,0,0,2,0.0,0.0,0.0,0.0,100.0
Levante,12,D,10,3,0,0,0,13,0.0,76.92,23.08,0.0,0.0
Levante,12,E,2,5,0,0,0,7,0.0,28.57,71.43,0.0,0.0
Levante,12,V,1,3,3,1,0,8,12.5,12.5,37.5,0.0,37.5
Levante,13,D,8,5,9,0,0,22,0.0,36.36,22.73,0.0,40.91
Levante,13,E,2,3,1,1,0,7,14.29,28.57,42.86,0.0,14.29
Levante,13,V,5,6,5,7,0,23,30.43,21.74,26.09,0.0,21.74
Levante,14,D,4,9,4,1,0,18,5.56,22.22,50.0,0.0,22.22
Levante,14,E,0,3,2,1,0,6,16.67,0.0,50.0,0.0,33.33
Levante,14,V,7,2,0,3,1,13,23.08,53.85,15.38,7.69,0.0
Levante,16,E,1,0,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Levante,17,D,3,1,3,0,0,7,0.0,42.86,14.29,0.0,42.86
Levante,17,E,1,1,1,0,0,3,0.0,33.33,33.33,0.0,33.33
Levante,17,V,3,2,0,1,0,6,16.67,50.0,33.33,0.0,0.0
Levante,18,D,4,0,4,3,0,11,27.27,36.36,0.0,0.0,36.36
Levante,18,E,0,1,3,1,0,5,20.0,0.0,20.0,0.0,60.0
Levante,18,V,4,2,4,10,0,20,50.0,20.0,10.0,0.0,20.0
Levante,19,D,5,3,1,1,0,10,10.0,50.0,30.0,0.0,10.0
Levante,19,E,3,0,1,0,0,4,0.0,75.0,0.0,0.0,25.0
Levante,19,V,0,1,2,0,0,3,0.0,0.0,33.33,0.0,66.67
Mallorca,3,V,1,0,1,0,0,2,0.0,50.0,0.0,0.0,50.0
Mallorca,7,D,5,4,8,0,0,17,0.0,29.41,23.53,0.0,47.06
Mallorca,7,E,0,1,1,0,0,2,0.0,0.0,50.0,0.0,50.0
Mallorca,7,V,0,1,1,0,0,2,0.0,0.0,50.0,0.0,50.0
Mallorca,8,D,6,7,5,0,1,19,0.0,31.58,36.84,5.26,26.32
Mallorca,8,E,2,0,1,0,0,3,0.0,66.67,0.0,0.0,33.33
Mallorca,8,V,2,2,0,3,0,7,42.86,28.57,28.57,0.0,0.0
