player,Zona,Equipo,Fuera,Bloqueado,Parado,Gol,Palo,TirosTotales,%Fuera,%Bloqueado,%Parado,%Gol,%Palo
Dani Rodríguez,3,Mallorca,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Dani Rodríguez,7,Mallorca,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Dani Rodríguez,8,Mallorca,2,1,1,0,0,4,50.0,25.0,25.0,0.0,0.0
Dani Rodríguez,9,Mallorca,1,2,2,0,0,5,20.0,40.0,40.0,0.0,0.0
Dani Rodríguez,10,Mallorca,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Dani Rodríguez,12,Mallorca,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Dani Rodríguez,13,Mallorca,2,6,2,1,0,11,18.18,54.55,18.18,9.09,0.0
Dani Rodríguez,14,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Dani Rodríguez,18,Mallorca,1,0,0,1,0,2,50.0,0.0,0.0,50.0,0.0
Daniel Carriço,14,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Daniel Carvajal,7,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Daniel Carvajal,8,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Daniel Carvajal,12,Real Madrid,0,2,3,0,0,5,0.0,40.0,60.0,0.0,0.0
Daniel Carvajal,13,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Daniel Carvajal,14,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Daniel Carvajal,17,Real Madrid,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Daniel Carvajal,18,Real Madrid,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Daniel Parejo,7,Valencia,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Daniel Parejo,8,Valencia,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Daniel Parejo,9,Valencia,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Daniel Parejo,12,Valencia,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Daniel Parejo,13,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Daniel Wass,7,Valencia,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Daniel Wass,12,Valencia,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Daniel Wass,13,Valencia,1,0,2,0,0,3,33.33,0.0,66.67,0.0,0.0
Daniel Wass,17,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Darko Brasanac,8,Osasuna,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Darko Brasanac,9,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Darko Brasanac,12,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Darko Brasanac,13,Osasuna,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Darko Brasanac,14,Osasuna,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Darko Brasanac,17,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Darko Brasanac,18,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Darko Brasanac,19,Osasuna,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Darwin Machís,7,Granada,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Darwin Machís,8,Granada,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Darwin Machís,9,Granada,5,4,8,0,0,17,29.41,23.53,47.06,0.0,0.0
Darwin Machís,12,Granada,1,1,1,0,1,4,25.0,25.0,25.0,0.0,25.0
Darwin Machís,13,Granada,3,1,2,1,0,7,42.86,14.29,28.57,14.29,0.0
Darwin Machís,14,Granada,4,5,2,1,0,12,33.33,41.67,16.67,8.33,0.0
Darwin Machís,17,Granada,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Darwin Machís,18,Granada,1,0,0,2,0,3,33.33,0.0,0.0,66.67,0.0
Darwin Machís,19,Granada,5,0,0,2,0,7,71.43,0.0,0.0,28.57,0.0
Darío Poveda,18,Atletico Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
David García,13,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
David López,8,Espanyol,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
David López,9,Espanyol,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
David López,13,Espanyol,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
David López,18,Espanyol,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
David Timor,2,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
David Timor,3,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
David Timor,7,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
David Timor,8,Getafe,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
David Timor,9,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
De Marcos,13,Athletic Club,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Denis Cheryshev,7,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Denis Cheryshev,8,Valencia,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Denis Cheryshev,9,Valencia,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Denis Cheryshev,13,Valencia,1,2,1,0,1,5,20.0,40.0,20.0,0.0,20.0
Denis Cheryshev,14,Valencia,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Denis Cheryshev,18,Valencia,2,0,1,1,0,4,50.0,0.0,25.0,25.0,0.0
Denis Suárez,8,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Denis Suárez,9,Celta Vigo,0,1,3,0,0,4,0.0,25.0,75.0,0.0,0.0
Denis Suárez,12,Celta Vigo,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Denis Suárez,13,Celta Vigo,0,1,0,1,0,2,0.0,50.0,0.0,50.0,0.0
Denis Suárez,14,Celta Vigo,2,1,3,0,0,6,33.33,16.67,50.0,0.0,0.0
Denis Suárez,19,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Deyverson,8,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Deyverson,13,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Deyverson,18,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Diego Carlos,3,Sevilla,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Diego Costa,9,Atletico Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Diego Costa,13,Atletico Madrid,4,2,1,1,0,8,50.0,25.0,12.5,12.5,0.0
Diego Costa,14,Atletico Madrid,3,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0
Diego Costa,18,Atletico Madrid,5,0,1,0,0,6,83.33,0.0,16.67,0.0,0.0
Diego Costa,19,Atletico Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Diego Lainez,7,Real Betis,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Diego Lainez,8,Real Betis,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Diego Lainez,14,Real Betis,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Diego Llorente,2,Real Sociedad,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Dimitri Foulquier,12,Granada,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Dimitri Foulquier,13,Granada,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Dimitri Foulquier,17,Granada,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Dimitrios Siovas,13,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Dimitrios Siovas,17,Leganes,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Dimitrios Siovas,18,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Domingos Duarte,18,Granada,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Dídac Vilá,9,Espanyol,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Dídac Vilá,13,Espanyol,2,1,0,0,1,4,50.0,25.0,0.0,0.0,25.0
Dídac Vilá,14,Espanyol,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Dídac Vilá,19,Espanyol,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Eden Hazard,8,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Eden Hazard,9,Real Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Eden Hazard,13,Real Madrid,1,0,4,1,0,6,16.67,0.0,66.67,16.67,0.0
Eden Hazard,14,Real Madrid,1,1,3,0,0,5,20.0,20.0,60.0,0.0,0.0
Eden Hazard,17,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Eden Hazard,19,Real Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Edgar Méndez,4,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Edgar Méndez,12,Alaves,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Edgar Méndez,13,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Edgar Méndez,17,Alaves,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Edu Expósito,7,Eibar,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Edu Expósito,8,Eibar,2,0,3,0,0,5,40.0,0.0,60.0,0.0,0.0
Edu Expósito,9,Eibar,1,2,1,0,0,4,25.0,50.0,25.0,0.0,0.0
Edu Expósito,12,Eibar,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Edu Expósito,14,Eibar,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Edu Expósito,17,Eibar,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Emerson,7,Real Betis,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Emerson,12,Real Betis,6,4,0,1,0,11,54.55,36.36,0.0,9.09,0.0
Emerson,13,Real Betis,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Emerson,17,Real Betis,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Emerson,18,Real Betis,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Enes Ünal,7,Real Valladolid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Enes Ünal,8,Real Valladolid,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Enes Ünal,9,Real Valladolid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Enes Ünal,12,Real Valladolid,0,3,1,0,0,4,0.0,75.0,25.0,0.0,0.0
Enes Ünal,13,Real Valladolid,3,2,6,1,0,12,25.0,16.67,50.0,8.33,0.0
Enes Ünal,14,Real Valladolid,1,0,3,0,0,4,25.0,0.0,75.0,0.0,0.0
Enes Ünal,17,Real Valladolid,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Enes Ünal,18,Real Valladolid,7,0,0,3,0,10,70.0,0.0,0.0,30.0,0.0
Enes Ünal,19,Real Valladolid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Enis Bardhi,8,Levante,0,4,1,1,0,6,0.0,66.67,16.67,16.67,0.0
Enis Bardhi,9,Levante,2,3,3,0,1,9,22.22,33.33,33.33,0.0,11.11
Enis Bardhi,12,Levante,0,2,0,1,0,3,0.0,66.67,0.0,33.33,0.0
Enis Bardhi,13,Levante,2,0,3,3,0,8,25.0,0.0,37.5,37.5,0.0
Enis Bardhi,14,Levante,2,1,1,1,0,5,40.0,20.0,20.0,20.0,0.0
Enis Bardhi,17,Levante,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Enis Bardhi,18,Levante,1,0,1,1,0,3,33.33,0.0,33.33,33.33,0.0
Enis Bardhi,19,Levante,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Enric Gallego,8,Osasuna,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Enric Gallego,9,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Enric Gallego,12,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Enric Gallego,13,Osasuna,1,1,1,1,0,4,25.0,25.0,25.0,25.0,0.0
Enric Gallego,14,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Enric Gallego,14,Osasuna,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Enric Gallego,18,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Enric Gallego,18,Osasuna,3,0,0,1,0,4,75.0,0.0,0.0,25.0,0.0
Enric Gallego,19,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Eraso,7,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Eraso,8,Leganes,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Eraso,12,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Eraso,13,Leganes,3,0,2,0,0,5,60.0,0.0,40.0,0.0,0.0
Esteban Granero,7,Espanyol,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Esteban Granero,13,Espanyol,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Esteban Granero,18,Espanyol,0,0,2,1,0,3,0.0,0.0,66.67,33.33,0.0
Estupiñán,8,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Estupiñán,9,Osasuna,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Estupiñán,13,Osasuna,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Estupiñán,14,Osasuna,2,3,0,0,0,5,40.0,60.0,0.0,0.0,0.0
Estupiñán,18,Osasuna,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Estupiñán,19,Osasuna,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Ezequiel Ávila,4,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Ezequiel Ávila,6,Osasuna,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Ezequiel Ávila,7,Osasuna,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Ezequiel Ávila,8,Osasuna,4,0,3,2,0,9,44.44,0.0,33.33,22.22,0.0
Ezequiel Ávila,9,Osasuna,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Ezequiel Ávila,11,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ezequiel Ávila,12,Osasuna,3,1,1,1,0,6,50.0,16.67,16.67,16.67,0.0
Ezequiel Ávila,13,Osasuna,6,2,4,4,1,17,35.29,11.76,23.53,23.53,5.88
Ezequiel Ávila,14,Osasuna,0,2,2,0,0,4,0.0,50.0,50.0,0.0,0.0
Ezequiel Ávila,17,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Ezequiel Ávila,18,Osasuna,0,3,0,2,0,5,0.0,60.0,0.0,40.0,0.0
Ezequiel Ávila,19,Osasuna,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Fabián Orellana,6,Eibar,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fabián Orellana,7,Eibar,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Fabián Orellana,8,Eibar,1,0,2,1,0,4,25.0,0.0,50.0,25.0,0.0
Fabián Orellana,9,Eibar,2,3,1,0,0,6,33.33,50.0,16.67,0.0,0.0
Fabián Orellana,10,Eibar,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Fabián Orellana,12,Eibar,2,0,3,0,0,5,40.0,0.0,60.0,0.0,0.0
Fabián Orellana,13,Eibar,3,1,1,1,0,6,50.0,16.67,16.67,16.67,0.0
Fabián Orellana,14,Eibar,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Fabián Orellana,17,Eibar,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Fabián Orellana,18,Eibar,0,1,0,2,0,3,0.0,33.33,0.0,66.67,0.0
Facundo Ferreyra,8,Espanyol,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Facundo Ferreyra,12,Espanyol,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Facundo Ferreyra,13,Espanyol,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Facundo Ferreyra,18,Espanyol,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Facundo Roncaglia,7,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Facundo Roncaglia,9,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Faycal Fajr,6,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Faycal Fajr,7,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Faycal Fajr,8,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Faycal Fajr,12,Getafe,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Faycal Fajr,17,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fede Vico,8,Granada,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fede Vico,9,Granada,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Fede Vico,12,Granada,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fede Vico,13,Granada,3,1,0,0,0,4,75.0,25.0,0.0,0.0,0.0
Fede Vico,14,Granada,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Federico Valverde,7,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Federico Valverde,8,Real Madrid,0,1,2,2,0,5,0.0,20.0,40.0,40.0,0.0
Federico Valverde,13,Real Madrid,3,0,1,0,0,4,75.0,0.0,25.0,0.0,0.0
Federico Valverde,14,Real Madrid,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Federico Valverde,18,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Fedor Smolov,7,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Fedor Smolov,12,Celta Vigo,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Fedor Smolov,13,Celta Vigo,0,3,0,1,0,4,0.0,75.0,0.0,25.0,0.0
Fedor Smolov,14,Celta Vigo,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Fedor Smolov,17,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fedor Smolov,18,Celta Vigo,1,0,0,1,0,2,50.0,0.0,0.0,50.0,0.0
Felipe,17,Atletico Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ferland Mendy,8,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Ferland Mendy,9,Real Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Ferland Mendy,13,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Ferland Mendy,14,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ferland Mendy,19,Real Madrid,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Fernando,7,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fernando,17,Sevilla,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Fernando,18,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fernando Niño,13,Villarreal,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Ferrán Torres,7,Valencia,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Ferrán Torres,8,Valencia,1,1,0,1,0,3,33.33,33.33,0.0,33.33,0.0
Ferrán Torres,12,Valencia,1,3,1,0,0,5,20.0,60.0,20.0,0.0,0.0
Ferrán Torres,13,Valencia,2,2,1,2,0,7,28.57,28.57,14.29,28.57,0.0
Ferrán Torres,14,Valencia,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Ferrán Torres,17,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Ferrán Torres,18,Valencia,2,2,0,0,0,4,50.0,50.0,0.0,0.0,0.0
Ferrán Torres,19,Valencia,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Filip Bradaric,9,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Filip Bradaric,13,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Fran Beltrán,7,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fran Beltrán,8,Celta Vigo,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fran Beltrán,12,Celta Vigo,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Fran Beltrán,13,Celta Vigo,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Fran Beltrán,18,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fran Beltrán,19,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Fran Gámez,8,Mallorca,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Fran Gámez,9,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Fran Gámez,12,Mallorca,3,0,1,0,0,4,75.0,0.0,25.0,0.0,0.0
Fran Gámez,13,Mallorca,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fran Gámez,14,Mallorca,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fran Mérida,7,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fran Mérida,8,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Fran Mérida,9,Osasuna,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Francis Coquelin,7,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Francis Coquelin,8,Valencia,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Francis Coquelin,12,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Francisco Portillo,7,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Francisco Portillo,13,Getafe,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Franck Zambo,2,Villarreal,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Franck Zambo,7,Villarreal,3,0,2,0,0,5,60.0,0.0,40.0,0.0,0.0
Franck Zambo,8,Villarreal,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Franck Zambo,12,Villarreal,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Franck Zambo,13,Villarreal,3,0,1,2,0,6,50.0,0.0,16.67,33.33,0.0
Franck Zambo,18,Villarreal,0,1,2,0,0,3,0.0,33.33,66.67,0.0,0.0
Franco Vázquez,7,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Franco Vázquez,8,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Franco Vázquez,13,Sevilla,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Franco Vázquez,14,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Franco Vázquez,18,Sevilla,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Franco Vázquez,19,Sevilla,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Frenkie de Jong,7,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Frenkie de Jong,13,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Frenkie de Jong,18,Barcelona,0,0,0,2,0,2,0.0,0.0,0.0,100.0,0.0
Gabriel Fernández,12,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Gabriel Fernández,13,Celta Vigo,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Gabriel Fernández,18,Celta Vigo,2,0,0,1,0,3,66.67,0.0,0.0,33.33,0.0
Gaizka Larrazabal,11,Athletic Club,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Gaizka Larrazabal,17,Athletic Club,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Gareth Bale,7,Real Madrid,2,0,2,0,0,4,50.0,0.0,50.0,0.0,0.0
Gareth Bale,8,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Gareth Bale,9,Real Madrid,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Gareth Bale,12,Real Madrid,1,2,0,1,0,4,25.0,50.0,0.0,25.0,0.0
Gareth Bale,13,Real Madrid,3,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0
Gareth Bale,14,Real Madrid,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Gareth Bale,17,Real Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Gareth Bale,18,Real Madrid,2,0,1,1,0,4,50.0,0.0,25.0,25.0,0.0
Gareth Bale,19,Real Madrid,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Geoffrey Kondogbia,2,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Geoffrey Kondogbia,7,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Geoffrey Kondogbia,8,Valencia,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Geoffrey Kondogbia,9,Valencia,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Geoffrey Kondogbia,14,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Gerard Moreno,7,Villarreal,1,2,0,0,0,3,33.33,66.67,0.0,0.0,0.0
Gerard Moreno,8,Villarreal,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Gerard Moreno,9,Villarreal,3,0,0,0,0,3,100.0,0.0,0.0,0.0,0.0
Gerard Moreno,12,Villarreal,1,1,2,3,0,7,14.29,14.29,28.57,42.86,0.0
Gerard Moreno,13,Villarreal,8,5,4,7,0,24,33.33,20.83,16.67,29.17,0.0
Gerard Moreno,14,Villarreal,4,1,3,1,0,9,44.44,11.11,33.33,11.11,0.0
Gerard Moreno,17,Villarreal,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Gerard Moreno,18,Villarreal,5,1,2,5,1,14,35.71,7.14,14.29,35.71,7.14
Gerard Moreno,19,Villarreal,2,2,1,0,1,6,33.33,33.33,16.67,0.0,16.67
Gerard Piqué,13,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Gerard Piqué,18,Barcelona,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Gil Dias,13,Granada,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Gil Dias,19,Granada,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Gonzalo Escalante,7,Eibar,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
