player,Zona,Equipo,Fuera,Bloqueado,Parado,Gol,Palo,TirosTotales,%Fuera,%Bloqueado,%Parado,%Gol,%Palo
Gonzalo Escalante,8,Eibar,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Gonzalo Escalante,13,Eibar,1,2,1,0,0,4,25.0,50.0,25.0,0.0,0.0
Gonzalo Escalante,18,Eibar,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Gonzalo Melero,8,Levante,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Gonzalo Melero,12,Levante,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Gonzalo Melero,13,Levante,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Gonzalo Melero,14,Levante,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Gonzalo Melero,18,Levante,0,1,2,0,0,3,0.0,33.33,66.67,0.0,0.0
Gonçalo Guedes,8,Valencia,1,1,3,0,0,5,20.0,20.0,60.0,0.0,0.0
Gonçalo Guedes,9,Valencia,1,3,0,0,0,4,25.0,75.0,0.0,0.0,0.0
Gonçalo Guedes,13,Valencia,1,0,1,1,0,3,33.33,0.0,33.33,33.33,0.0
Gonçalo Guedes,14,Valencia,2,0,2,0,0,4,50.0,0.0,50.0,0.0,0.0
Guerrero,7,Leganes,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Guerrero,12,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Guerrero,13,Leganes,3,1,2,0,0,6,50.0,16.67,33.33,0.0,0.0
Guerrero,14,Leganes,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Guerrero,18,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Guido Carrillo,7,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Guido Carrillo,8,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Guido Carrillo,12,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Guido Carrillo,13,Leganes,6,4,3,0,0,13,46.15,30.77,23.08,0.0,0.0
Guido Carrillo,14,Leganes,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Guido Carrillo,17,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Guido Carrillo,18,Leganes,1,0,3,0,1,5,20.0,0.0,60.0,0.0,20.0
Guido Carrillo,19,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Guido Rodríguez,7,Real Betis,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Guido Rodríguez,8,Real Betis,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Guido Rodríguez,9,Real Betis,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Guido Rodríguez,12,Real Betis,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Hatem Ben Arfa,12,Real Valladolid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Hernâni,7,Levante,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Hernâni,8,Levante,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Hernâni,9,Levante,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Hernâni,11,Levante,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Hernâni,12,Levante,5,0,0,0,0,5,100.0,0.0,0.0,0.0,0.0
Hernâni,13,Levante,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Hernâni,14,Levante,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Hernâni,17,Levante,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Hernâni,19,Levante,1,1,0,1,0,3,33.33,33.33,0.0,33.33,0.0
Hugo Duro,12,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Hugo Duro,13,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Hugo Duro,18,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Hugo Mallo,7,Celta Vigo,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Hugo Mallo,12,Celta Vigo,0,1,2,0,0,3,0.0,33.33,66.67,0.0,0.0
Hugo Mallo,17,Celta Vigo,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Héctor Herrera,7,Atletico Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Héctor Herrera,8,Atletico Madrid,2,2,0,0,0,4,50.0,50.0,0.0,0.0,0.0
Héctor Herrera,9,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Héctor Herrera,13,Atletico Madrid,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Héctor Herrera,18,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iago Aspas,7,Celta Vigo,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Iago Aspas,8,Celta Vigo,4,0,4,0,0,8,50.0,0.0,50.0,0.0,0.0
Iago Aspas,9,Celta Vigo,1,2,0,0,0,3,33.33,66.67,0.0,0.0,0.0
Iago Aspas,12,Celta Vigo,2,3,3,0,0,8,25.0,37.5,37.5,0.0,0.0
Iago Aspas,13,Celta Vigo,6,4,8,0,0,18,33.33,22.22,44.44,0.0,0.0
Iago Aspas,14,Celta Vigo,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Iago Aspas,15,Celta Vigo,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Iago Aspas,17,Celta Vigo,1,0,2,2,0,5,20.0,0.0,40.0,40.0,0.0
Iago Aspas,18,Celta Vigo,3,1,0,1,0,5,60.0,20.0,0.0,20.0,0.0
Iago Aspas,19,Celta Vigo,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Ibai Gómez,8,Athletic Club,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Ibai Gómez,11,Athletic Club,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ibai Gómez,13,Athletic Club,0,0,3,0,0,3,0.0,0.0,100.0,0.0,0.0
Ibai Gómez,14,Athletic Club,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Ibai Gómez,17,Athletic Club,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Ibai Gómez,19,Athletic Club,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Ibrahim Amadou,13,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Ibrahim Amadou,14,Leganes,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Ibrahim Amadou,18,Leganes,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Iddrisu Baba,7,Mallorca,1,1,1,0,0,3,33.33,33.33,33.33,0.0,0.0
Igor Zubeldia,9,Real Sociedad,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Igor Zubeldia,13,Real Sociedad,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Iker Losada,12,Celta Vigo,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Isco,7,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Isco,8,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Isco,9,Real Madrid,0,0,4,0,0,4,0.0,0.0,100.0,0.0,0.0
Isco,12,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Isco,13,Real Madrid,2,2,0,1,0,5,40.0,40.0,0.0,20.0,0.0
Isco,14,Real Madrid,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Isco,18,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Isco,19,Real Madrid,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ivan Rakitic,7,Barcelona,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Ivan Rakitic,8,Barcelona,3,1,0,0,0,4,75.0,25.0,0.0,0.0,0.0
Ivan Rakitic,9,Barcelona,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Ivan Rakitic,12,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ivan Rakitic,13,Barcelona,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Ivan Rakitic,14,Barcelona,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Ivan Rakitic,17,Barcelona,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Ivan Rakitic,18,Barcelona,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Ivan Saponjic,18,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iñaki Williams,7,Athletic Club,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iñaki Williams,9,Athletic Club,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Iñaki Williams,12,Athletic Club,4,3,5,1,0,13,30.77,23.08,38.46,7.69,0.0
Iñaki Williams,13,Athletic Club,0,3,1,3,1,8,0.0,37.5,12.5,37.5,12.5
Iñaki Williams,14,Athletic Club,1,2,3,0,0,6,16.67,33.33,50.0,0.0,0.0
Iñaki Williams,17,Athletic Club,3,1,3,1,0,8,37.5,12.5,37.5,12.5,0.0
Iñaki Williams,18,Athletic Club,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Iñaki Williams,19,Athletic Club,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Iñigo Córdoba,2,Athletic Club,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iñigo Córdoba,8,Athletic Club,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Iñigo Córdoba,9,Athletic Club,1,4,0,0,0,5,20.0,80.0,0.0,0.0,0.0
Iñigo Córdoba,12,Athletic Club,2,0,1,1,0,4,50.0,0.0,25.0,25.0,0.0
Iñigo Córdoba,13,Athletic Club,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Iñigo Córdoba,14,Athletic Club,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Iñigo Córdoba,18,Athletic Club,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iñigo Córdoba,19,Athletic Club,1,0,2,0,0,3,33.33,0.0,66.67,0.0,0.0
Iñigo Martínez,4,Athletic Club,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iñigo Martínez,7,Athletic Club,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Iñigo Martínez,9,Athletic Club,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Iñigo Martínez,13,Athletic Club,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Iñigo Pérez,8,Osasuna,1,1,2,1,1,6,16.67,16.67,33.33,16.67,16.67
Iñigo Pérez,9,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Iñigo Pérez,13,Osasuna,1,1,0,1,0,3,33.33,33.33,0.0,33.33,0.0
Iñigo Pérez,14,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jaime Mata,3,Getafe,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jaime Mata,7,Getafe,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Jaime Mata,8,Getafe,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Jaime Mata,9,Getafe,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Jaime Mata,12,Getafe,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Jaime Mata,13,Getafe,5,0,2,0,1,8,62.5,0.0,25.0,0.0,12.5
Jaime Mata,14,Getafe,1,1,2,1,0,5,20.0,20.0,40.0,20.0,0.0
Jaime Mata,17,Getafe,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Jaime Mata,18,Getafe,4,1,2,6,0,13,30.77,7.69,15.38,46.15,0.0
Jaime Mata,19,Getafe,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
James Rodríguez,7,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
James Rodríguez,8,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
James Rodríguez,9,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
James Rodríguez,12,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
James Rodríguez,13,Real Madrid,0,1,0,1,0,2,0.0,50.0,0.0,50.0,0.0
James Rodríguez,18,Real Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jason,7,Getafe,1,1,2,0,0,4,25.0,25.0,50.0,0.0,0.0
Jason,8,Getafe,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Jason,9,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jason,12,Getafe,0,3,1,0,0,4,0.0,75.0,25.0,0.0,0.0
Jason,13,Getafe,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Jason,18,Getafe,1,0,0,1,0,2,50.0,0.0,0.0,50.0,0.0
Jaume Costa,9,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jaume Costa,14,Valencia,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Javi García,9,Real Betis,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Javi García,14,Real Betis,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Javi López,7,Espanyol,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Javi López,8,Espanyol,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Javi Ontiveros,6,Villarreal,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Javi Ontiveros,7,Villarreal,2,1,1,0,0,4,50.0,25.0,25.0,0.0,0.0
Javi Ontiveros,8,Villarreal,0,0,2,0,1,3,0.0,0.0,66.67,0.0,33.33
Javi Ontiveros,9,Villarreal,3,3,0,0,0,6,50.0,50.0,0.0,0.0,0.0
Javi Ontiveros,13,Villarreal,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Javi Ontiveros,14,Villarreal,3,2,2,0,0,7,42.86,28.57,28.57,0.0,0.0
Javi Ontiveros,18,Villarreal,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Javi Ontiveros,19,Villarreal,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
Javier Avilés,7,Leganes,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Javier Avilés,17,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jesús Navas,6,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jesús Navas,7,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jesús Navas,8,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jesús Navas,12,Sevilla,1,2,1,0,0,4,25.0,50.0,25.0,0.0,0.0
Jesús Navas,17,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Joan Jordán,7,Sevilla,2,0,0,0,1,3,66.67,0.0,0.0,0.0,33.33
Joan Jordán,8,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Joan Jordán,9,Sevilla,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Joan Jordán,13,Sevilla,0,1,1,1,0,3,0.0,33.33,33.33,33.33,0.0
Joan Jordán,17,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Joan Jordán,18,Sevilla,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Joan Sastre,9,Mallorca,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Joan Sastre,12,Mallorca,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Joan Sastre,13,Mallorca,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Joaquín,7,Real Betis,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Joaquín,8,Real Betis,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Joaquín,9,Real Betis,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Joaquín,12,Real Betis,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Joaquín,13,Real Betis,1,0,1,3,0,5,20.0,0.0,20.0,60.0,0.0
Joaquín,14,Real Betis,0,2,1,3,0,6,0.0,33.33,16.67,50.0,0.0
Joaquín,18,Real Betis,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
John Guidetti,13,Alaves,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jon Moncayola,1,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Jon Moncayola,7,Osasuna,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jon Moncayola,8,Osasuna,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Jon Moncayola,9,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jon Moncayola,14,Osasuna,1,0,0,1,0,2,50.0,0.0,0.0,50.0,0.0
Jonathan Calleri,7,Espanyol,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Jonathan Calleri,12,Espanyol,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Jonathan Calleri,13,Espanyol,9,1,7,1,0,18,50.0,5.56,38.89,5.56,0.0
Jonathan Calleri,14,Espanyol,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Jonathan Calleri,17,Espanyol,1,1,2,0,1,5,20.0,20.0,40.0,0.0,20.0
Jonathan Calleri,18,Espanyol,3,1,1,0,1,6,50.0,16.67,16.67,0.0,16.67
Jonathan Calleri,19,Espanyol,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jonathan Silva,8,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jonathan Silva,9,Leganes,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Jonathan Silva,13,Leganes,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
Jonathan Silva,14,Leganes,0,1,1,1,0,3,0.0,33.33,33.33,33.33,0.0
Jonathan Silva,19,Leganes,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Jordi Alba,8,Barcelona,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jordi Alba,14,Barcelona,0,1,0,1,0,2,0.0,50.0,0.0,50.0,0.0
Jordi Alba,18,Barcelona,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jordi Alba,19,Barcelona,0,0,1,1,0,2,0.0,0.0,50.0,50.0,0.0
Jorge De Frutos,17,Real Valladolid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jorge Miramón,7,Levante,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Jorge Miramón,8,Levante,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jorge Miramón,12,Levante,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
Jorge Miramón,18,Levante,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Jorge Molina,8,Getafe,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jorge Molina,9,Getafe,0,0,0,0,1,1,0.0,0.0,0.0,0.0,100.0
Jorge Molina,12,Getafe,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Jorge Molina,13,Getafe,6,1,2,2,0,11,54.55,9.09,18.18,18.18,0.0
Jorge Molina,14,Getafe,0,2,1,0,0,3,0.0,66.67,33.33,0.0,0.0
Jorge Molina,18,Getafe,1,1,0,1,0,3,33.33,33.33,0.0,33.33,0.0
Jorge Molina,19,Getafe,0,0,1,0,1,2,0.0,0.0,50.0,0.0,50.0
Joselu,7,Alaves,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Joselu,8,Alaves,1,1,3,0,0,5,20.0,20.0,60.0,0.0,0.0
Joselu,9,Alaves,1,1,0,0,0,2,50.0,50.0,0.0,0.0,0.0
Joselu,12,Alaves,2,4,1,0,0,7,28.57,57.14,14.29,0.0,0.0
Joselu,13,Alaves,6,3,2,2,0,13,46.15,23.08,15.38,15.38,0.0
Joselu,14,Alaves,3,1,4,1,0,9,33.33,11.11,44.44,11.11,0.0
Joselu,17,Alaves,2,0,0,1,0,3,66.67,0.0,0.0,33.33,0.0
Joselu,18,Alaves,4,2,1,3,2,12,33.33,16.67,8.33,25.0,16.67
Joselu,19,Alaves,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
Joseph Aidoo,13,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Arnáiz,7,Osasuna,2,0,1,0,0,3,66.67,0.0,33.33,0.0,0.0
José Arnáiz,8,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Arnáiz,9,Leganes,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
José Arnáiz,12,Osasuna,1,2,0,0,0,3,33.33,66.67,0.0,0.0,0.0
José Arnáiz,13,Osasuna,0,2,1,2,0,5,0.0,40.0,20.0,40.0,0.0
José Arnáiz,14,Leganes,0,0,2,0,0,2,0.0,0.0,100.0,0.0,0.0
José Arnáiz,14,Osasuna,1,2,2,0,0,5,20.0,40.0,40.0,0.0,0.0
José Arnáiz,17,Leganes,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Arnáiz,18,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Arnáiz,19,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Campaña,3,Levante,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Campaña,8,Levante,0,3,0,0,0,3,0.0,100.0,0.0,0.0,0.0
José Campaña,9,Levante,6,2,0,0,0,8,75.0,25.0,0.0,0.0,0.0
José Campaña,12,Levante,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
José Campaña,13,Levante,1,3,2,1,0,7,14.29,42.86,28.57,14.29,0.0
José Campaña,14,Levante,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
José Campaña,17,Levante,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Campaña,19,Levante,1,0,2,0,0,3,33.33,0.0,66.67,0.0,0.0
José Gayá,8,Valencia,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
José Gayá,9,Valencia,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
José Gayá,13,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Gayá,14,Valencia,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
José Gayá,18,Valencia,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
José Luis Rodríguez,14,Alaves,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
José Ángel,9,Eibar,2,1,0,0,0,3,66.67,33.33,0.0,0.0,0.0
José Ángel,14,Eibar,1,0,1,0,0,2,50.0,0.0,50.0,0.0,0.0
João Félix,4,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
João Félix,7,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
João Félix,8,Atletico Madrid,4,4,1,0,0,9,44.44,44.44,11.11,0.0,0.0
João Félix,9,Atletico Madrid,1,1,3,1,0,6,16.67,16.67,50.0,16.67,0.0
João Félix,12,Atletico Madrid,4,2,0,0,0,6,66.67,33.33,0.0,0.0,0.0
João Félix,13,Atletico Madrid,6,3,3,1,0,13,46.15,23.08,23.08,7.69,0.0
João Félix,14,Atletico Madrid,2,1,2,1,0,6,33.33,16.67,33.33,16.67,0.0
João Félix,17,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
João Félix,18,Atletico Madrid,3,0,0,2,0,5,60.0,0.0,0.0,40.0,0.0
João Félix,19,Atletico Madrid,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Juan Camilo Hernández,7,Mallorca,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Juan Camilo Hernández,8,Mallorca,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Juan Camilo Hernández,9,Mallorca,5,2,0,0,0,7,71.43,28.57,0.0,0.0,0.0
Juan Camilo Hernández,12,Mallorca,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Juan Camilo Hernández,13,Mallorca,2,2,3,1,0,8,25.0,25.0,37.5,12.5,0.0
Juan Camilo Hernández,14,Mallorca,3,2,2,3,0,10,30.0,20.0,20.0,30.0,0.0
Juan Camilo Hernández,18,Mallorca,5,0,1,1,0,7,71.43,0.0,14.29,14.29,0.0
Juan Hernández,14,Celta Vigo,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Juan Villar,7,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Juan Villar,8,Osasuna,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Juan Villar,18,Osasuna,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Juanmi,8,Real Betis,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Juanmi,13,Real Betis,2,0,0,0,0,2,100.0,0.0,0.0,0.0,0.0
Juanmi,14,Real Betis,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Juanmi,18,Real Betis,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Jules Koundé,12,Sevilla,1,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Jules Koundé,13,Sevilla,0,2,0,0,0,2,0.0,100.0,0.0,0.0,0.0
Jules Koundé,14,Sevilla,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Jules Koundé,17,Sevilla,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Júnior Firpo,9,Barcelona,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Júnior Firpo,14,Barcelona,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Júnior Firpo,18,Barcelona,0,0,0,1,0,1,0.0,0.0,0.0,100.0,0.0
Karim Benzema,7,Real Madrid,2,0,2,0,0,4,50.0,0.0,50.0,0.0,0.0
Karim Benzema,8,Real Madrid,3,1,3,1,2,10,30.0,10.0,30.0,10.0,20.0
Karim Benzema,9,Real Madrid,4,4,1,0,1,10,40.0,40.0,10.0,0.0,10.0
Karim Benzema,12,Real Madrid,0,2,7,0,0,9,0.0,22.22,77.78,0.0,0.0
Karim Benzema,13,Real Madrid,4,2,8,6,0,20,20.0,10.0,40.0,30.0,0.0
Karim Benzema,14,Real Madrid,8,5,6,1,0,20,40.0,25.0,30.0,5.0,0.0
Karim Benzema,15,Real Madrid,0,1,0,0,0,1,0.0,100.0,0.0,0.0,0.0
Karim Benzema,17,Real Madrid,4,0,2,0,0,6,66.67,0.0,33.33,0.0,0.0
Karim Benzema,18,Real Madrid,8,2,3,5,0,18,44.44,11.11,16.67,27.78,0.0
Karim Benzema,19,Real Madrid,2,0,4,1,2,9,22.22,0.0,44.44,11.11,22.22
Karl Toko Ekambi,8,Villarreal,0,1,1,0,0,2,0.0,50.0,50.0,0.0,0.0
Karl Toko Ekambi,9,Villarreal,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Karl Toko Ekambi,12,Villarreal,0,0,1,0,0,1,0.0,0.0,100.0,0.0,0.0
Karl Toko Ekambi,13,Villarreal,5,1,2,0,0,8,62.5,12.5,25.0,0.0,0.0
